start in seconds	start hh:mm:ss.ms	annotations
0.0	00:00:00.0	0.01447
0.5	00:00:00.500	0.0
1.0	00:00:01.0	0.00809
1.5	00:00:01.500	0.0
2.0	00:00:02.0	0.0
2.5	00:00:02.500	0.0
3.0	00:00:03.0	0.0
3.5	00:00:03.500	1e-05
4.0	00:00:04.0	1e-05
4.5	00:00:04.500	1e-05
5.0	00:00:05.0	0.0
5.5	00:00:05.500	0.0
6.0	00:00:06.0	0.0
6.5	00:00:06.500	0.0
7.0	00:00:07.0	0.0
7.5	00:00:07.500	0.0
8.0	00:00:08.0	0.0
